"","title","amount","namedep","transaction","view","city","date","page"
"636","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","46 views","Bangalore
                      , Karnataka","October 12, 2015",64
"637","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","50 views","Bangalore
                      , Karnataka","October 12, 2015",64
"638","
                      I Paid Rs. 800 to Police in Bangalore.
                    ","Paid INR 800
                        ","Police","Police Verification for Passport","57 views","Bangalore
                      , Karnataka","October 12, 2015",64
"639","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","47 views","Bangalore
                      , Karnataka","October 12, 2015",64
"640","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","50 views","Bangalore
                      , Karnataka","October 12, 2015",64
"641","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","40 views","Bangalore
                      , Karnataka","October 12, 2015",65
"642","
                      I Paid Rs. 900 to Stamps and Registration in Bangalore.
                    ","Paid INR 900
                        ","Stamps and Registration","Registration of Flat or Apartment","61 views","Bangalore
                      , Karnataka","October 12, 2015",65
"643","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","61 views","Bangalore
                      , Karnataka","October 12, 2015",65
"644","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","44 views","Bangalore
                      , Karnataka","October 12, 2015",65
"645","
                      I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 800
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","38 views","Bangalore
                      , Karnataka","October 12, 2015",65
"646","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","41 views","Bangalore
                      , Karnataka","October 12, 2015",65
"647","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","48 views","Bangalore
                      , Karnataka","October 12, 2015",65
"648","
                      I Paid Rs. 800 to Police in Bangalore.
                    ","Paid INR 800
                        ","Police","Police Harassment","58 views","Bangalore
                      , Karnataka","October 12, 2015",65
"649","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Filing FIR","44 views","Bangalore
                      , Karnataka","October 12, 2015",65
"650","
                      I Paid Rs. 800 to Police in Bangalore.
                    ","Paid INR 800
                        ","Police","Police Harassment","41 views","Bangalore
                      , Karnataka","October 12, 2015",65
"651","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","40 views","Bangalore
                      , Karnataka","October 12, 2015",66
"652","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","New Domestic Driving License","52 views","Bangalore
                      , Karnataka","October 12, 2015",66
"653","
                      I Paid Rs. 800 to Passport in Bangalore.
                    ","Paid INR 800
                        ","Passport","New Passport Application","74 views","Bangalore
                      , Karnataka","October 12, 2015",66
"654","
                      I Paid Rs. 436 to Transport in Puri.
                    ","Paid INR 436
                        ","Transport","Registration of Vehicle","56 views","Puri
                      , Orissa","October 12, 2015",66
"655","
                      I Paid Rs. 384 to Police in Pedana.
                    ","Paid INR 384
                        ","Police","Traffic Violations","46 views","Pedana
                      , Andhra Pradesh","October 12, 2015",66
"656","
                      I Paid Rs. 294 to Police in Murliganj.
                    ","Paid INR 294
                        ","Police","Filing FIR","46 views","Murliganj
                      , Bihar","October 12, 2015",66
"657","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","41 views","Bangalore
                      , Karnataka","October 12, 2015",66
"658","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","53 views","Bangalore
                      , Karnataka","October 12, 2015",66
"659","
                      I Paid Rs. 800 to Police in Bangalore.
                    ","Paid INR 800
                        ","Police","Police Harassment","46 views","Bangalore
                      , Karnataka","October 12, 2015",66
