"","hotel","rating","price","distance","page","star","ctry"
"4184","Chao Chow Palace","
                
                69 / 100
                Vurdering
                                106 Anmeldelser
            ","
        â€Ž429 kr
    ","
                1,5 km til Centrum
 ",2,3,15
"4185","Vintage","
                
                84 / 100
                Vurdering
                                1732 Anmeldelser
            ","
        â€Ž886 kr
    ","
                1,5 km til Bruxelles
 ",2,3,15
"4186","ibis Brussels Centre Gare Midi","
                
                75 / 100
                Vurdering
                                3476 Anmeldelser
            ","
        â€Ž515 kr
    ","
                1,5 km til Bruxelles
 ",2,3,15
"4187","Beverly Hills","
                
                78 / 100
                Vurdering
                                1033 Anmeldelser
            ","
        â€Ž508 kr
    ","
                1,5 km til Bruxelles
 ",2,3,15
"4188","Park Inn By Radisson Brussels Midi, Brussels","
                
                82 / 100
                Vurdering
                                4953 Anmeldelser
            ","
        â€Ž661 kr
    ","
                1,5 km til Centrum
 ",2,3,15
"4189","Prestige","
                
                72 / 100
                Vurdering
                                969 Anmeldelser
            ","
        â€Ž530 kr
    ","
                1,6 km til Centrum
 ",2,3,15
"4190","Residence La Source","
                
                83 / 100
                Vurdering
                                849 Anmeldelser
            ","
        â€Ž642 kr
    ","
                1,7 km til Bruxelles
 ",2,3,15
"4191","Pantone","
                
                79 / 100
                Vurdering
                                2752 Anmeldelser
            ","
        â€Ž515 kr
    ","
                1,7 km til Bruxelles
 ",2,3,15
"4192","Business Suites Louise","
                
                83 / 100
                Vurdering
                                815 Anmeldelser
            ","
        â€Ž636 kr
    ","
                1,9 km til Centrum
 ",3,3,15
"4193","ibis Styles Brussels Centre Stephanie","
                
                82 / 100
                Vurdering
                                601 Anmeldelser
            ","
        â€Ž634 kr
    ","
                1,9 km til Centrum
 ",3,3,15
"4194","Made in Louise","
                
                84 / 100
                Vurdering
                                2063 Anmeldelser
            ","
        â€Ž3.510 kr
    ","
                2,0 km til Centrum
 ",3,3,15
"4195","Beau Site","
                
                76 / 100
                Vurdering
                                1307 Anmeldelser
            ","
        â€Ž891 kr
    ","
                2,1 km til Centrum
 ",3,3,15
"4196","Wellness Apart","
                
                74 / 100
                Vurdering
                                1639 Anmeldelser
            ","
        â€Ž391 kr
    ","
                2,1 km til Centrum
 ",3,3,15
"4197","Neufchatel Belgian Hotel","
                
                82 / 100
                Vurdering
                                1473 Anmeldelser
            ","
        â€Ž854 kr
    ","
                2,2 km til Centrum
 ",3,3,15
"4198","Bentley","
                
                63 / 100
                Vurdering
                                1036 Anmeldelser
            ","
        â€Ž336 kr
    ","
                2,2 km til Centrum
 ",3,3,15
"4199","Aloft Brussels Schuman","
                
                88 / 100
                Vurdering
                                3326 Anmeldelser
            ","
        â€Ž515 kr
    ","
                2,2 km til Centrum
 ",3,3,15
"4200","Four Points by Sheraton Brussels","
                
                82 / 100
                Vurdering
                                1897 Anmeldelser
            ","
        â€Ž589 kr
    ","
                2,3 km til Bruxelles
 ",3,3,15
"4201","ibis Styles Brussels Louise","
                
                75 / 100
                Vurdering
                                943 Anmeldelser
            ","
        â€Ž597 kr
    ","
                2,4 km til Centrum
 ",3,3,15
"4202","Chelton Brussels","
                
                75 / 100
                Vurdering
                                2479 Anmeldelser
            ","
        â€Ž472 kr
    ","
                2,6 km til Centrum
 ",3,3,15
"4203","De Fierlant","
                
                79 / 100
                Vurdering
                                1649 Anmeldelser
            ","
        â€Ž515 kr
    ","
                2,7 km til Centrum
 ",3,3,15
"4204","Housing Brussels","
                
                86 / 100
                Vurdering
                                1490 Anmeldelser
            ","
        â€Ž597 kr
    ","
                2,7 km til Centrum
 ",3,3,15
"4205","Hc Brussels","
                
                80 / 100
                Vurdering
                                420 Anmeldelser
            ","
        â€Ž618 kr
    ","
                2,9 km til Bruxelles
 ",3,3,15
"4206","Catalonia Forum","
                
                80 / 100
                Vurdering
                                1390 Anmeldelser
            ","
        â€Ž522 kr
    ","
                2,9 km til Centrum
 ",3,3,15
"4207","Capital","
                
                67 / 100
                Vurdering
                                679 Anmeldelser
            ","
        â€Ž541 kr
    ","
                3,0 km til Centrum
 ",3,3,15
"4208","322 Lambermont","
                
                75 / 100
                Vurdering
                                366 Anmeldelser
            ","
        â€Ž499 kr
    ","
                3,3 km til Centrum
 ",3,3,15
